summarize
   i	            dataType	codeVer	  nNeurons	   param 1	   param 2	   param 3	   param 4
 440	randwalk_missed_detections	ver2	       100	    0.1000	       NaN	       NaN	       NaN
 441	randwalk_missed_detections	ver2	       100	    0.2500	       NaN	       NaN	       NaN
 442	randwalk_missed_detections	ver2	       100	    0.2500	       NaN	       NaN	       NaN
 443	randwalk_missed_detections	ver2	       100	    0.2500	       NaN	       NaN	       NaN
 444	randwalk_missed_detections	ver2	       100	    0.2500	       NaN	       NaN	       NaN
 445	randwalk_missed_detections	ver2	       100	    0.2500	       NaN	       NaN	       NaN
 446	randwalk_missed_detections	ver2	       100	    0.2500	       NaN	       NaN	       NaN
 447	randwalk_missed_detections	ver2	       100	    0.2500	       NaN	       NaN	       NaN
 448	randwalk_missed_detections	ver2	       100	    0.2500	       NaN	       NaN	       NaN
 449	randwalk_missed_detections	ver2	       100	    0.2500	       NaN	       NaN	       NaN
 450	randwalk_missed_detections	ver2	       100	    0.2500	       NaN	       NaN	       NaN
 451	randwalk_missed_detections	ver2	       100	    0.5000	       NaN	       NaN	       NaN
 452	randwalk_missed_detections	ver2	       100	    0.5000	       NaN	       NaN	       NaN
 453	randwalk_missed_detections	ver2	       100	    0.5000	       NaN	       NaN	       NaN
 454	randwalk_missed_detections	ver2	       100	    0.5000	       NaN	       NaN	       NaN
 455	randwalk_missed_detections	ver2	       100	    0.5000	       NaN	       NaN	       NaN
 456	randwalk_missed_detections	ver2	       100	    0.5000	       NaN	       NaN	       NaN
 457	randwalk_missed_detections	ver2	       100	    0.5000	       NaN	       NaN	       NaN
 458	randwalk_missed_detections	ver2	       100	    0.5000	       NaN	       NaN	       NaN
 459	randwalk_missed_detections	ver2	       100	    0.5000	       NaN	       NaN	       NaN
 460	randwalk_missed_detections	ver2	       100	    0.5000	       NaN	       NaN	       NaN
 461	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 462	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 463	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 464	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 465	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 466	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 467	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 468	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 469	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 470	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 471	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 472	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 473	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 474	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 475	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 476	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 477	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 478	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 479	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 480	randwalk_false_alarms	ver2	       100	    0.0001	       NaN	       NaN	       NaN
 481	randwalk_false_alarms	ver2	       100	    0.0002	       NaN	       NaN	       NaN
 482	randwalk_false_alarms	ver2	       100	    0.0002	       NaN	       NaN	       NaN
 483	randwalk_false_alarms	ver2	       100	    0.0002	       NaN	       NaN	       NaN
 484	randwalk_false_alarms	ver2	       100	    0.0002	       NaN	       NaN	       NaN
 485	randwalk_false_alarms	ver2	       100	    0.0002	       NaN	       NaN	       NaN
 486	randwalk_false_alarms	ver2	       100	    0.0002	       NaN	       NaN	       NaN
 487	randwalk_false_alarms	ver2	       100	    0.0002	       NaN	       NaN	       NaN
 488	randwalk_false_alarms	ver2	       100	    0.0002	       NaN	       NaN	       NaN
 489	randwalk_false_alarms	ver2	       100	    0.0002	       NaN	       NaN	       NaN
 490	randwalk_false_alarms	ver2	       100	    0.0002	       NaN	       NaN	       NaN
 491	randwalk_false_alarms	ver2	       100	    0.0005	       NaN	       NaN	       NaN
 492	randwalk_false_alarms	ver2	       100	    0.0005	       NaN	       NaN	       NaN
 493	randwalk_false_alarms	ver2	       100	    0.0005	       NaN	       NaN	       NaN
 494	randwalk_false_alarms	ver2	       100	    0.0005	       NaN	       NaN	       NaN
 495	randwalk_false_alarms	ver2	       100	    0.0005	       NaN	       NaN	       NaN
 496	randwalk_false_alarms	ver2	       100	    0.0005	       NaN	       NaN	       NaN
 497	randwalk_false_alarms	ver2	       100	    0.0005	       NaN	       NaN	       NaN
 498	randwalk_false_alarms	ver2	       100	    0.0005	       NaN	       NaN	       NaN
 499	randwalk_false_alarms	ver2	       100	    0.0005	       NaN	       NaN	       NaN
 500	randwalk_false_alarms	ver2	       100	    0.0005	       NaN	       NaN	       NaN
 501	randwalk_false_alarms	ver2	       100	    0.0010	       NaN	       NaN	       NaN
 502	randwalk_false_alarms	ver2	       100	    0.0010	       NaN	       NaN	       NaN
 503	randwalk_false_alarms	ver2	       100	    0.0010	       NaN	       NaN	       NaN
 504	randwalk_false_alarms	ver2	       100	    0.0010	       NaN	       NaN	       NaN
 505	randwalk_false_alarms	ver2	       100	    0.0010	       NaN	       NaN	       NaN
 506	randwalk_false_alarms	ver2	       100	    0.0010	       NaN	       NaN	       NaN
 507	randwalk_false_alarms	ver2	       100	    0.0010	       NaN	       NaN	       NaN
 508	randwalk_false_alarms	ver2	       100	    0.0010	       NaN	       NaN	       NaN
 509	randwalk_false_alarms	ver2	       100	    0.0010	       NaN	       NaN	       NaN
 510	randwalk_false_alarms	ver2	       100	    0.0010	       NaN	       NaN	       NaN
 511	mixture_model_type_2	ver2	       100	    0.9500	       NaN	       NaN	       NaN
 512	mixture_model_type_2	ver2	       100	    0.9500	       NaN	       NaN	       NaN
 513	mixture_model_type_2	ver2	       100	    0.9500	       NaN	       NaN	       NaN
 514	mixture_model_type_2	ver2	       100	    0.9500	       NaN	       NaN	       NaN
 515	mixture_model_type_2	ver2	       100	    0.9500	       NaN	       NaN	       NaN
 516	mixture_model_type_2	ver2	       100	    0.9500	       NaN	       NaN	       NaN
 517	mixture_model_type_2	ver2	       100	    0.9500	       NaN	       NaN	       NaN
 518	mixture_model_type_2	ver2	       100	    0.9500	       NaN	       NaN	       NaN
 519	mixture_model_type_2	ver2	       100	    0.9500	       NaN	       NaN	       NaN
 520	mixture_model_type_2	ver2	       100	    0.9500	       NaN	       NaN	       NaN
 521	mixture_model_type_2	ver2	       100	    0.9000	       NaN	       NaN	       NaN
 522	mixture_model_type_2	ver2	       100	    0.9000	       NaN	       NaN	       NaN
 523	mixture_model_type_2	ver2	       100	    0.9000	       NaN	       NaN	       NaN
 524	mixture_model_type_2	ver2	       100	    0.9000	       NaN	       NaN	       NaN
 525	mixture_model_type_2	ver2	       100	    0.9000	       NaN	       NaN	       NaN
 526	mixture_model_type_2	ver2	       100	    0.9000	       NaN	       NaN	       NaN
 527	mixture_model_type_2	ver2	       100	    0.9000	       NaN	       NaN	       NaN
 528	mixture_model_type_2	ver2	       100	    0.9000	       NaN	       NaN	       NaN
 529	mixture_model_type_2	ver2	       100	    0.9000	       NaN	       NaN	       NaN
 530	mixture_model_type_2	ver2	       100	    0.9000	       NaN	       NaN	       NaN
 531	mixture_model_type_2	ver2	       100	    0.8000	       NaN	       NaN	       NaN
 532	mixture_model_type_2	ver2	       100	    0.8000	       NaN	       NaN	       NaN
 533	mixture_model_type_2	ver2	       100	    0.8000	       NaN	       NaN	       NaN
 534	mixture_model_type_2	ver2	       100	    0.8000	       NaN	       NaN	       NaN
 535	mixture_model_type_2	ver2	       100	    0.8000	       NaN	       NaN	       NaN
 536	mixture_model_type_2	ver2	       100	    0.8000	       NaN	       NaN	       NaN
 537	mixture_model_type_2	ver2	       100	    0.8000	       NaN	       NaN	       NaN
 538	mixture_model_type_2	ver2	       100	    0.8000	       NaN	       NaN	       NaN
 539	mixture_model_type_2	ver2	       100	    0.8000	       NaN	       NaN	       NaN
 540	mixture_model_type_2	ver2	       100	    0.8000	       NaN	       NaN	       NaN
 541	mixture_model_type_2	ver2	       100	    0.7000	       NaN	       NaN	       NaN
 542	mixture_model_type_2	ver2	       100	    0.7000	       NaN	       NaN	       NaN
 543	mixture_model_type_2	ver2	       100	    0.7000	       NaN	       NaN	       NaN
 544	mixture_model_type_2	ver2	       100	    0.7000	       NaN	       NaN	       NaN
 545	mixture_model_type_2	ver2	       100	    0.7000	       NaN	       NaN	       NaN
 546	mixture_model_type_2	ver2	       100	    0.7000	       NaN	       NaN	       NaN
 547	mixture_model_type_2	ver2	       100	    0.7000	       NaN	       NaN	       NaN
 548	mixture_model_type_2	ver2	       100	    0.7000	       NaN	       NaN	       NaN
 549	mixture_model_type_2	ver2	       100	    0.7000	       NaN	       NaN	       NaN
 550	mixture_model_type_2	ver2	       100	    0.7000	       NaN	       NaN	       NaN
 551	mixture_model_type_2	ver2	       100	    0.6000	       NaN	       NaN	       NaN
 552	mixture_model_type_2	ver2	       100	    0.6000	       NaN	       NaN	       NaN
 553	mixture_model_type_2	ver2	       100	    0.6000	       NaN	       NaN	       NaN
 554	mixture_model_type_2	ver2	       100	    0.6000	       NaN	       NaN	       NaN
 555	mixture_model_type_2	ver2	       100	    0.6000	       NaN	       NaN	       NaN
 556	mixture_model_type_2	ver2	       100	    0.6000	       NaN	       NaN	       NaN
 557	mixture_model_type_2	ver2	       100	    0.6000	       NaN	       NaN	       NaN
 558	mixture_model_type_2	ver2	       100	    0.6000	       NaN	       NaN	       NaN
 559	mixture_model_type_2	ver2	       100	    0.6000	       NaN	       NaN	       NaN
 560	mixture_model_type_2	ver2	       100	    0.6000	       NaN	       NaN	       NaN
 561	mixture_model_type_1	ver2	       100	    0.9500	   -1.0000	   -1.0000	   -1.0000
 562	mixture_model_type_1	ver2	       100	    0.9500	   -1.0000	   -1.0000	   -1.0000
 563	mixture_model_type_1	ver2	       100	    0.9500	   -1.0000	   -1.0000	   -1.0000
 564	mixture_model_type_1	ver2	       100	    0.9500	   -1.0000	   -1.0000	   -1.0000
 565	mixture_model_type_1	ver2	       100	    0.9500	   -1.0000	   -1.0000	   -1.0000
 566	mixture_model_type_1	ver2	       100	    0.9500	   -1.0000	   -1.0000	   -1.0000
 567	mixture_model_type_1	ver2	       100	    0.9500	   -1.0000	   -1.0000	   -1.0000
 568	mixture_model_type_1	ver2	       100	    0.9500	   -1.0000	   -1.0000	   -1.0000
 569	mixture_model_type_1	ver2	       100	    0.9500	   -1.0000	   -1.0000	   -1.0000
 570	mixture_model_type_1	ver2	       100	    0.9500	   -1.0000	   -1.0000	   -1.0000
 571	mixture_model_type_1	ver2	       100	    0.9000	   -1.0000	   -1.0000	   -1.0000
 572	mixture_model_type_1	ver2	       100	    0.9000	   -1.0000	   -1.0000	   -1.0000
 573	mixture_model_type_1	ver2	       100	    0.9000	   -1.0000	   -1.0000	   -1.0000
 574	mixture_model_type_1	ver2	       100	    0.9000	   -1.0000	   -1.0000	   -1.0000
 575	mixture_model_type_1	ver2	       100	    0.9000	   -1.0000	   -1.0000	   -1.0000
 576	mixture_model_type_1	ver2	       100	    0.9000	   -1.0000	   -1.0000	   -1.0000
 577	mixture_model_type_1	ver2	       100	    0.9000	   -1.0000	   -1.0000	   -1.0000
 578	mixture_model_type_1	ver2	       100	    0.9000	   -1.0000	   -1.0000	   -1.0000
 579	mixture_model_type_1	ver2	       100	    0.9000	   -1.0000	   -1.0000	   -1.0000
 580	mixture_model_type_1	ver2	       100	    0.9000	   -1.0000	   -1.0000	   -1.0000
 581	mixture_model_type_1	ver2	       100	    0.8000	   -1.0000	   -1.0000	   -1.0000
 582	mixture_model_type_1	ver2	       100	    0.8000	   -1.0000	   -1.0000	   -1.0000
 583	mixture_model_type_1	ver2	       100	    0.8000	   -1.0000	   -1.0000	   -1.0000
 584	mixture_model_type_1	ver2	       100	    0.8000	   -1.0000	   -1.0000	   -1.0000
 585	mixture_model_type_1	ver2	       100	    0.8000	   -1.0000	   -1.0000	   -1.0000
 586	mixture_model_type_1	ver2	       100	    0.8000	   -1.0000	   -1.0000	   -1.0000
 587	mixture_model_type_1	ver2	       100	    0.8000	   -1.0000	   -1.0000	   -1.0000
 588	mixture_model_type_1	ver2	       100	    0.8000	   -1.0000	   -1.0000	   -1.0000
 589	mixture_model_type_1	ver2	       100	    0.8000	   -1.0000	   -1.0000	   -1.0000
 590	mixture_model_type_1	ver2	       100	    0.8000	   -1.0000	   -1.0000	   -1.0000
 591	mixture_model_type_1	ver2	       100	    0.7000	   -1.0000	   -1.0000	   -1.0000
 592	mixture_model_type_1	ver2	       100	    0.7000	   -1.0000	   -1.0000	   -1.0000
 593	mixture_model_type_1	ver2	       100	    0.7000	   -1.0000	   -1.0000	   -1.0000
 594	mixture_model_type_1	ver2	       100	    0.7000	   -1.0000	   -1.0000	   -1.0000
 595	mixture_model_type_1	ver2	       100	    0.7000	   -1.0000	   -1.0000	   -1.0000
 596	mixture_model_type_1	ver2	       100	    0.7000	   -1.0000	   -1.0000	   -1.0000
 597	mixture_model_type_1	ver2	       100	    0.7000	   -1.0000	   -1.0000	   -1.0000
 598	mixture_model_type_1	ver2	       100	    0.7000	   -1.0000	   -1.0000	   -1.0000
 599	mixture_model_type_1	ver2	       100	    0.7000	   -1.0000	   -1.0000	   -1.0000
 600	mixture_model_type_1	ver2	       100	    0.7000	   -1.0000	   -1.0000	   -1.0000
 601	mixture_model_type_1	ver2	       100	    0.6000	   -1.0000	   -1.0000	   -1.0000
 602	mixture_model_type_1	ver2	       100	    0.6000	   -1.0000	   -1.0000	   -1.0000
 603	mixture_model_type_1	ver2	       100	    0.6000	   -1.0000	   -1.0000	   -1.0000
 604	mixture_model_type_1	ver2	       100	    0.6000	   -1.0000	   -1.0000	   -1.0000
 605	mixture_model_type_1	ver2	       100	    0.6000	   -1.0000	   -1.0000	   -1.0000
 606	mixture_model_type_1	ver2	       100	    0.6000	   -1.0000	   -1.0000	   -1.0000
 607	mixture_model_type_1	ver2	       100	    0.6000	   -1.0000	   -1.0000	   -1.0000
 608	mixture_model_type_1	ver2	       100	    0.6000	   -1.0000	   -1.0000	   -1.0000
 609	mixture_model_type_1	ver2	       100	    0.6000	   -1.0000	   -1.0000	   -1.0000
 610	mixture_model_type_1	ver2	       100	    0.6000	   -1.0000	   -1.0000	   -1.0000
diary off
